route,count
"['main', 'online', 'rabota', 'vklad']",4
"['main', 'digital', 'bonus', 'vklad']",4
"['main', 'vklad', 'main', 'news']",4
"['main', 'online', 'main', 'tariffs']",4
"['main', 'news', 'bonus', 'archive', 'internet']",4
"['main', 'archive', 'internet', 'rabota', 'main']",4
"['main', 'rabota', 'bonus', 'online', 'tariffs']",4
"['main', 'online', 'internet', 'tariffs']",4
"['main', 'rabota', 'archive', 'main', 'internet']",4
"['main', 'internet', 'news', 'archive', 'rabota']",4
"['main', 'bonus', 'internet', 'rabota', 'news']",4
"['main', 'tariffs', 'news', 'main']",4
"['main', 'tariffs', 'digital', 'archive']",4
"['main', 'archive', 'news', 'archive', 'tariffs']",4
"['main', 'archive', 'internet', 'digital']",4
"['main', 'vklad', 'internet', 'archive']",4
"['main', 'bonus', 'main', 'news', 'bonus']",4
"['main', 'vklad', 'rabota', 'news', 'tariffs']",4
"['main', 'rabota', 'online', 'vklad', 'internet']",4
"['main', 'bonus', 'vklad', 'bonus']",4
"['main', 'news', 'tariffs', 'vklad']",4
"['main', 'bonus', 'tariffs', 'news', 'archive']",4
"['main', 'online', 'bonus', 'vklad']",4
"['main', 'rabota', 'archive', 'news', 'internet']",4
"['main', 'vklad', 'online', 'tariffs']",4
"['main', 'online', 'news', 'main', 'rabota']",4
"['main', 'vklad', 'news', 'archive', 'vklad']",4
"['main', 'archive', 'news', 'internet', 'archive']",4
"['main', 'news', 'vklad', 'bonus']",4
"['main', 'online', 'internet', 'bonus', 'rabota']",4
"['main', 'rabota', 'archive', 'internet', 'archive', 'rabota']",4
"['main', 'rabota', 'bonus', 'rabota', 'vklad']",4
"['main', 'online', 'vklad', 'main']",4
"['main', 'vklad', 'news', 'internet']",4
"['main', 'online', 'main', 'bonus', 'news']",4
"['main', 'bonus', 'internet', 'bonus', 'archive']",4
"['main', 'archive', 'bonus', 'news', 'bonus']",4
"['main', 'news', 'online', 'vklad']",4
"['main', 'archive', 'tariffs', 'online']",4
"['main', 'internet', 'tariffs', 'vklad']",4
"['main', 'bonus', 'vklad', 'internet']",4
"['main', 'rabota', 'news', 'rabota', 'bonus']",4
"['main', 'rabota', 'bonus', 'archive', 'tariffs']",4
"['main', 'news', 'internet', 'rabota', 'bonus']",4
"['main', 'archive', 'internet', 'rabota', 'archive']",4
"['main', 'vklad', 'tariffs', 'online']",4
"['main', 'internet', 'main', 'vklad']",4
"['main', 'vklad', 'bonus', 'archive', 'news']",4
"['main', 'archive', 'rabota', 'bonus', 'online']",4
"['main', 'online', 'bonus', 'online']",3
"['main', 'tariffs', 'online', 'rabota', 'archive']",3
"['main', 'tariffs', 'internet', 'rabota', 'internet']",3
"['main', 'vklad', 'main', 'archive', 'bonus']",3
"['main', 'tariffs', 'internet', 'rabota', 'vklad']",3
"['main', 'vklad', 'internet', 'tariffs', 'archive']",3
"['main', 'rabota', 'bonus', 'tariffs', 'rabota']",3
"['main', 'archive', 'bonus', 'archive', 'main']",3
"['main', 'archive', 'bonus', 'internet', 'archive']",3
"['main', 'digital', 'news', 'rabota']",3
"['main', 'tariffs', 'main', 'tariffs']",3
"['main', 'vklad', 'bonus', 'main', 'tariffs']",3
"['main', 'bonus', 'archive', 'rabota', 'main']",3
"['main', 'news', 'vklad', 'bonus', 'archive']",3
"['main', 'rabota', 'vklad', 'online', 'vklad']",3
"['main', 'bonus', 'tariffs', 'rabota', 'internet']",3
"['main', 'archive', 'online', 'vklad']",3
"['main', 'vklad', 'online', 'news']",3
"['main', 'rabota', 'bonus', 'rabota', 'bonus']",3
"['main', 'archive', 'internet', 'news', 'tariffs']",3
"['main', 'archive', 'vklad', 'news', 'archive']",3
"['main', 'bonus', 'vklad', 'online']",3
"['main', 'rabota', 'news', 'bonus', 'archive']",3
"['main', 'news', 'rabota', 'internet', 'main']",3
"['main', 'archive', 'tariffs', 'news', 'rabota']",3
"['main', 'rabota', 'online', 'news', 'tariffs']",3
"['main', 'rabota', 'online', 'internet', 'archive']",3
"['main', 'internet', 'rabota', 'news', 'tariffs']",3
"['main', 'news', 'rabota', 'bonus', 'internet']",3
"['main', 'vklad', 'internet', 'archive', 'online']",3
"['main', 'bonus', 'digital', 'news']",3
"['main', 'bonus', 'archive', 'online', 'archive']",3
"['main', 'vklad', 'rabota', 'tariffs', 'rabota']",3
"['main', 'rabota', 'news', 'vklad', 'bonus']",3
"['main', 'archive', 'tariffs', 'bonus', 'rabota']",3
"['main', 'archive', 'internet', 'tariffs', 'archive']",3
"['main', 'internet', 'rabota', 'bonus', 'rabota']",3
"['main', 'internet', 'rabota', 'archive', 'bonus']",3
"['main', 'vklad', 'online', 'main']",3
"['main', 'tariffs', 'archive', 'news', 'bonus']",3
"['main', 'online', 'rabota', 'main', 'internet']",3
"['main', 'online', 'internet', 'rabota', 'internet']",3
"['main', 'main', 'bonus', 'rabota']",3
"['main', 'rabota', 'vklad', 'internet', 'bonus']",3
"['main', 'bonus', 'online', 'news', 'bonus']",3
"['main', 'online', 'news', 'internet']",3
"['main', 'tariffs', 'bonus', 'internet', 'rabota']",3
"['main', 'tariffs', 'archive', 'bonus', 'news']",3
"['main', 'internet', 'online', 'tariffs']",3
"['main', 'tariffs', 'rabota', 'online', 'vklad']",3
"['main', 'vklad', 'news', 'vklad']",3
"['main', 'news', 'archive', 'main', 'internet']",3
"['main', 'archive', 'rabota', 'news', 'bonus', 'rabota']",3
"['main', 'bonus', 'archive', 'vklad', 'tariffs']",3
"['main', 'online', 'internet', 'archive', 'rabota']",3
"['main', 'tariffs', 'internet', 'digital']",3
"['main', 'main', 'bonus', 'tariffs']",3
"['main', 'digital', 'internet', 'vklad']",3
"['main', 'archive', 'rabota', 'news', 'internet', 'archive']",3
"['main', 'bonus', 'digital', 'internet']",3
"['main', 'bonus', 'online', 'archive', 'rabota']",3
"['main', 'main', 'vklad', 'bonus']",3
"['main', 'tariffs', 'internet', 'tariffs', 'news', 'internet']",3
"['main', 'vklad', 'archive', 'internet', 'archive']",3
"['main', 'internet', 'archive', 'bonus', 'rabota']",3
"['main', 'archive', 'vklad', 'bonus', 'rabota']",3
"['main', 'bonus', 'rabota', 'bonus', 'tariffs']",3
"['main', 'bonus', 'rabota', 'archive', 'main']",3
"['main', 'tariffs', 'vklad', 'news']",3
"['main', 'news', 'online', 'archive', 'tariffs']",3
"['main', 'rabota', 'bonus', 'rabota', 'tariffs']",3
"['main', 'online', 'tariffs', 'internet', 'main']",3
"['main', 'archive', 'tariffs', 'news', 'archive']",3
"['main', 'digital', 'internet', 'rabota']",3
"['main', 'internet', 'archive', 'main', 'vklad']",3
"['main', 'tariffs', 'bonus', 'archive', 'online']",3
"['main', 'archive', 'main', 'internet']",3
"['main', 'vklad', 'rabota', 'vklad']",3
"['main', 'vklad', 'archive', 'news', 'archive', 'rabota']",3
"['main', 'bonus', 'internet', 'bonus', 'rabota']",3
"['main', 'tariffs', 'archive', 'rabota', 'bonus']",3
"['main', 'online', 'internet', 'main']",3
"['main', 'bonus', 'news', 'archive', 'vklad']",3
"['main', 'internet', 'bonus', 'internet', 'bonus']",3
"['main', 'rabota', 'archive', 'tariffs', 'rabota']",3
"['main', 'news', 'internet', 'bonus', 'news']",3
"['main', 'internet', 'tariffs', 'bonus', 'vklad']",3
"['main', 'main', 'bonus', 'internet']",3
"['main', 'news', 'bonus', 'tariffs', 'archive']",3
"['main', 'vklad', 'archive', 'main']",3
"['main', 'tariffs', 'vklad', 'online']",3
"['main', 'vklad', 'bonus', 'vklad']",3
"['main', 'news', 'rabota', 'news', 'archive']",3
"['main', 'internet', 'news', 'internet', 'bonus']",3
"['main', 'archive', 'online', 'news']",3
"['main', 'bonus', 'main', 'archive', 'news']",3
"['main', 'online', 'archive', 'bonus', 'online']",3
"['main', 'vklad', 'bonus', 'main']",3
"['main', 'tariffs', 'internet', 'rabota', 'online']",3
"['main', 'rabota', 'archive', 'vklad', 'archive']",3
"['main', 'internet', 'news', 'tariffs', 'main']",3
"['main', 'bonus', 'archive', 'tariffs', 'online']",3
"['main', 'archive', 'vklad', 'online', 'tariffs']",3
"['main', 'internet', 'tariffs', 'rabota', 'archive']",3
"['main', 'archive', 'digital', 'news']",3
"['main', 'internet', 'tariffs', 'online', 'bonus']",3
"['main', 'rabota', 'internet', 'vklad', 'archive']",3
"['main', 'archive', 'internet', 'main', 'tariffs']",3
"['main', 'internet', 'rabota', 'archive', 'main']",3
"['main', 'internet', 'news', 'rabota', 'internet']",3
"['main', 'archive', 'rabota', 'digital']",3
"['main', 'vklad', 'bonus', 'archive', 'bonus']",3
"['main', 'rabota', 'tariffs', 'bonus', 'tariffs']",3
"['main', 'online', 'vklad', 'news', 'archive']",3
"['main', 'internet', 'online', 'main']",3
"['main', 'news', 'rabota', 'tariffs', 'archive']",3
"['main', 'news', 'main', 'vklad']",3
"['main', 'tariffs', 'online', 'internet', 'bonus']",3
"['main', 'tariffs', 'vklad', 'bonus']",3
"['main', 'rabota', 'news', 'archive', 'rabota']",3
"['main', 'bonus', 'main', 'internet', 'bonus']",3
"['main', 'rabota', 'archive', 'internet', 'tariffs']",3
"['main', 'archive', 'internet', 'archive', 'tariffs']",3
"['main', 'news', 'bonus', 'rabota', 'online', 'news']",3
"['main', 'archive', 'internet', 'bonus', 'rabota']",3
"['main', 'internet', 'tariffs', 'archive', 'tariffs']",3
"['main', 'rabota', 'news', 'main', 'news']",3
"['main', 'bonus', 'internet', 'tariffs', 'bonus', 'news']",3
"['main', 'rabota', 'tariffs', 'bonus', 'rabota']",3
"['main', 'digital', 'vklad', 'bonus']",3
"['main', 'archive', 'internet', 'online', 'vklad']",3
"['main', 'vklad', 'tariffs', 'main']",3
"['main', 'internet', 'bonus', 'rabota', 'archive']",3
"['main', 'online', 'archive', 'bonus', 'tariffs']",3
"['main', 'news', 'vklad', 'archive', 'tariffs']",3
"['main', 'news', 'tariffs', 'rabota', 'news']",3
"['main', 'rabota', 'archive', 'vklad', 'bonus']",3
"['main', 'bonus', 'internet', 'archive', 'news']",3
"['main', 'rabota', 'internet', 'bonus', 'tariffs']",3
"['main', 'online', 'tariffs', 'news', 'online']",3
"['main', 'rabota', 'bonus', 'tariffs', 'archive']",3
"['main', 'news', 'main', 'tariffs']",3
"['main', 'online', 'internet', 'rabota', 'archive']",3
"['main', 'bonus', 'archive', 'bonus', 'archive']",3
"['main', 'internet', 'vklad', 'archive']",3
"['main', 'online', 'vklad', 'tariffs']",3
"['main', 'online', 'news', 'archive', 'news']",3
"['main', 'tariffs', 'online', 'bonus', 'news']",3
"['main', 'internet', 'bonus', 'main', 'bonus']",3
"['main', 'news', 'archive', 'rabota', 'archive']",3
"['main', 'news', 'bonus', 'internet', 'bonus']",3
"['main', 'tariffs', 'internet', 'archive', 'main']",3
"['main', 'news', 'rabota', 'archive', 'main']",3
"['main', 'internet', 'bonus', 'archive', 'bonus']",3
"['main', 'bonus', 'tariffs', 'vklad', 'tariffs']",3
"['main', 'tariffs', 'internet', 'bonus', 'archive']",3
"['main', 'online', 'news', 'main', 'internet']",3
"['main', 'archive', 'rabota', 'news', 'vklad']",3
"['main', 'rabota', 'bonus', 'archive', 'vklad']",3
"['main', 'bonus', 'archive', 'rabota', 'tariffs']",3
"['main', 'news', 'tariffs', 'archive', 'news']",3
"['main', 'rabota', 'news', 'rabota', 'online']",3
"['main', 'internet', 'news', 'bonus', 'internet']",3
"['main', 'rabota', 'internet', 'main', 'internet']",3
"['main', 'vklad', 'tariffs', 'archive', 'rabota']",3
"['main', 'archive', 'online', 'archive', 'bonus']",3
"['main', 'internet', 'archive', 'tariffs', 'archive']",3
"['main', 'rabota', 'internet', 'archive', 'vklad']",3
"['main', 'archive', 'internet', 'tariffs', 'news']",3
"['main', 'archive', 'vklad', 'internet', 'bonus']",3
"['main', 'internet', 'rabota', 'bonus', 'online']",3
"['main', 'bonus', 'rabota', 'internet', 'tariffs']",3
"['main', 'archive', 'tariffs', 'rabota', 'archive']",3
"['main', 'rabota', 'internet', 'vklad', 'news']",3
"['main', 'tariffs', 'bonus', 'online']",3
"['main', 'online', 'rabota', 'tariffs']",3
"['main', 'archive', 'bonus', 'online', 'rabota']",3
"['main', 'internet', 'rabota', 'online', 'news']",3
"['main', 'archive', 'bonus', 'archive', 'news']",3
"['main', 'internet', 'online', 'bonus', 'tariffs']",3
"['main', 'tariffs', 'archive', 'online', 'news']",3
"['main', 'online', 'news', 'online']",3
"['main', 'online', 'rabota', 'archive', 'rabota']",3
"['main', 'archive', 'rabota', 'online', 'rabota']",3
"['main', 'rabota', 'archive', 'main', 'rabota']",3
"['main', 'bonus', 'rabota', 'bonus', 'vklad']",3
"['main', 'archive', 'main', 'tariffs', 'archive']",3
"['main', 'online', 'vklad', 'bonus']",3
"['main', 'internet', 'rabota', 'archive', 'rabota']",3
"['main', 'vklad', 'news', 'rabota', 'tariffs']",3
"['main', 'archive', 'main', 'archive', 'bonus']",3
"['main', 'archive', 'rabota', 'tariffs', 'news']",3
"['main', 'archive', 'tariffs', 'archive', 'bonus']",3
"['main', 'bonus', 'rabota', 'main', 'tariffs']",3
"['main', 'rabota', 'internet', 'tariffs', 'rabota']",3
"['main', 'online', 'bonus', 'archive', 'bonus']",3
"['main', 'bonus', 'tariffs', 'archive', 'rabota']",3
"['main', 'archive', 'internet', 'bonus', 'news']",3
"['main', 'internet', 'archive', 'rabota', 'tariffs']",3
"['main', 'internet', 'archive', 'news', 'main']",3
"['main', 'rabota', 'vklad', 'archive', 'news']",3
"['main', 'vklad', 'archive', 'tariffs', 'rabota']",3
"['main', 'archive', 'rabota', 'main', 'internet']",3
"['main', 'internet', 'tariffs', 'archive', 'internet']",3
"['main', 'internet', 'archive', 'internet', 'archive']",3
"['main', 'online', 'archive', 'bonus', 'archive']",3
"['main', 'tariffs', 'archive', 'internet', 'rabota']",3
"['main', 'archive', 'vklad', 'tariffs', 'bonus']",3
"['main', 'rabota', 'news', 'tariffs', 'news']",3
"['main', 'news', 'rabota', 'internet', 'rabota']",3
"['main', 'online', 'rabota', 'tariffs', 'archive']",3
"['main', 'news', 'bonus', 'news', 'internet']",3
"['main', 'archive', 'main', 'rabota', 'bonus', 'rabota']",3
"['main', 'bonus', 'rabota', 'news', 'archive']",3
"['main', 'bonus', 'archive', 'vklad', 'bonus']",3
"['main', 'bonus', 'archive', 'internet', 'archive']",3
"['main', 'rabota', 'news', 'tariffs', 'online']",3
"['main', 'online', 'tariffs', 'news']",3
"['main', 'news', 'archive', 'news', 'internet']",3
"['main', 'online', 'tariffs', 'archive', 'news']",3
"['main', 'archive', 'tariffs', 'online', 'rabota']",3
"['main', 'online', 'vklad', 'online']",3
"['main', 'online', 'news', 'archive', 'rabota']",3
"['main', 'main', 'rabota', 'bonus']",3
"['main', 'archive', 'tariffs', 'vklad', 'digital']",3
"['main', 'bonus', 'vklad', 'bonus', 'rabota']",3
"['main', 'archive', 'main', 'vklad']",3
"['main', 'archive', 'online', 'rabota', 'main']",3
"['main', 'news', 'rabota', 'bonus', 'rabota']",3
"['main', 'bonus', 'archive', 'bonus', 'tariffs']",3
"['main', 'archive', 'news', 'vklad', 'rabota']",3
"['main', 'internet', 'online', 'news', 'archive']",3
"['main', 'rabota', 'bonus', 'rabota', 'internet', 'bonus']",3
"['main', 'online', 'rabota', 'news', 'archive']",3
"['main', 'bonus', 'rabota', 'main', 'vklad']",3
"['main', 'vklad', 'news', 'main', 'rabota']",3
"['main', 'rabota', 'news', 'tariffs', 'vklad']",3
"['main', 'rabota', 'online', 'rabota', 'vklad']",3
"['main', 'bonus', 'internet', 'rabota', 'main', 'archive']",3
"['main', 'bonus', 'rabota', 'bonus', 'archive']",3
"['main', 'rabota', 'internet', 'news', 'rabota']",3
"['main', 'internet', 'main', 'rabota', 'news']",3
"['main', 'internet', 'rabota', 'internet', 'bonus']",3
"['main', 'news', 'online', 'bonus', 'internet']",3
"['main', 'tariffs', 'archive', 'internet', 'archive']",3
"['main', 'digital', 'archive', 'news']",3
"['main', 'archive', 'rabota', 'internet', 'tariffs']",3
"['main', 'tariffs', 'archive', 'online', 'tariffs']",3
"['main', 'news', 'main', 'archive', 'internet']",3
"['main', 'online', 'main', 'internet']",3
"['main', 'tariffs', 'archive', 'rabota', 'main']",3
"['main', 'news', 'archive', 'rabota', 'news']",3
"['main', 'vklad', 'archive', 'vklad']",3
"['main', 'internet', 'tariffs', 'rabota', 'bonus']",3
"['main', 'archive', 'rabota', 'tariffs', 'rabota', 'archive']",3
"['main', 'internet', 'news', 'vklad', 'archive']",3
"['main', 'vklad', 'online', 'rabota']",3
"['main', 'news', 'rabota', 'bonus', 'archive']",3
"['main', 'tariffs', 'archive', 'news', 'internet']",3
"['main', 'rabota', 'news', 'bonus', 'news']",3
"['main', 'archive', 'news', 'bonus', 'rabota']",3
"['main', 'internet', 'online', 'digital']",3
"['main', 'archive', 'internet', 'online', 'rabota']",3
"['main', 'rabota', 'main', 'bonus', 'internet']",3
"['main', 'archive', 'vklad', 'rabota', 'online']",3
"['main', 'tariffs', 'internet', 'bonus', 'tariffs']",3
"['main', 'internet', 'main', 'rabota', 'archive']",3
"['main', 'vklad', 'tariffs', 'news']",3
"['main', 'rabota', 'tariffs', 'internet', 'tariffs']",3
"['main', 'internet', 'rabota', 'main', 'archive']",3
"['main', 'tariffs', 'rabota', 'tariffs', 'rabota']",3
"['main', 'main', 'rabota', 'archive']",3
"['main', 'vklad', 'bonus', 'archive', 'rabota']",3
"['main', 'news', 'bonus', 'vklad']",2
"['main', 'news', 'archive', 'tariffs', 'news', 'internet']",2
"['main', 'archive', 'vklad', 'rabota', 'archive']",2
"['main', 'online', 'main', 'archive', 'main']",2
"['main', 'internet', 'bonus', 'archive', 'vklad']",2
"['main', 'news', 'internet', 'rabota', 'internet']",2
"['main', 'rabota', 'archive', 'news', 'main']",2
"['main', 'tariffs', 'online', 'archive', 'bonus']",2
"['main', 'tariffs', 'archive', 'main', 'bonus']",2
"['main', 'digital', 'main', 'bonus']",2
"['main', 'archive', 'internet', 'bonus', 'archive']",2
"['main', 'vklad', 'rabota', 'tariffs', 'internet']",2
"['main', 'archive', 'news', 'online', 'vklad', 'rabota']",2
"['main', 'bonus', 'online', 'internet', 'rabota', 'bonus']",2
"['main', 'rabota', 'internet', 'archive', 'online']",2
"['main', 'archive', 'tariffs', 'bonus', 'archive']",2
"['main', 'internet', 'rabota', 'news', 'vklad']",2
"['main', 'internet', 'vklad', 'archive', 'rabota']",2
"['main', 'rabota', 'vklad', 'internet', 'news', 'tariffs']",2
"['main', 'rabota', 'news', 'rabota', 'news']",2
"['main', 'digital', 'news', 'internet']",2
"['main', 'online', 'bonus', 'online', 'tariffs']",2
"['main', 'news', 'bonus', 'internet', 'online']",2
"['main', 'main', 'archive', 'internet']",2
"['main', 'archive', 'bonus', 'rabota', 'bonus', 'news']",2
"['main', 'bonus', 'online', 'bonus', 'vklad']",2
"['main', 'bonus', 'digital', 'rabota']",2
"['main', 'archive', 'rabota', 'vklad', 'internet', 'archive']",2
"['main', 'bonus', 'rabota', 'online', 'main']",2
"['main', 'archive', 'main', 'archive', 'internet']",2
"['main', 'online', 'vklad', 'archive', 'bonus', 'tariffs']",2
"['main', 'archive', 'rabota', 'internet', 'archive']",2
